Formula,Energy above hull [eV/atom],Heat of formation [eV/atom],Magnetic,Layer group,Band gap (PBE) [eV],Band gap (G₀W₀) [eV],Band gap (HSE06) [eV] ▲,Direct band gap (PBE) [eV],Direct band gap (G₀W₀) [eV],Direct band gap (HSE06) [eV],CBM wrt. vacuum (PBE) [eV],Fermi level wrt. vacuum (PBE) [eV],VBM (vs. avg. vacuum) (PBE) [eV],VBM wrt. vacuum (PBE) [eV],Energy [eV],"Magnetic anisotropy energy, xz [meV/unit cell]","Magnetic anisotropy energy, yz [meV/unit cell]",Stoichiometry,Vacuum level [eV]
Te4O8,0.0,-1.087,0,p2_1/b11,2.667,,3.812,2.667,,3.812,-3.394,-4.728,,-6.061,-66.858,0.0,0.0,AB2,1.843
Ti4Se8,0.0,-1.131,0,p321,0.044,,0.036,0.067,,0.036,-5.352,-5.374,,-5.396,-68.197,0.0,0.0,AB2,3.85
V4O8,0.083,-2.239,0,c2/m11,0.304,,1.552,0.503,,1.639,-6.587,-6.739,,-6.892,-101.961,0.0,0.0,AB2,2.136
I8Zn4,0.0,-0.616,0,pm2_1b,2.392,,3.369,2.392,,3.369,-3.454,-4.65,,-5.846,-23.954,0.0,0.0,AB2,2.867
Ir5Te10,0.077,-0.256,0,c211,0.0,,,0.0,,,,-4.601,,,-82.27,0.0,0.0,AB2,2.215
Rh5Te10,0.073,-0.377,0,c211,0.0,,,0.0,,,,-4.701,,,-73.441,0.0,0.0,AB2,2.163
Ag6Br12,0.008,-0.234,0,p1,0.12,,0.429,0.146,,0.436,-6.209,-6.269,,-6.329,-40.261,0.0,0.0,AB2,2.561
Ag6I12,0.023,-0.157,0,p1,1.123,,1.956,1.164,,1.981,-4.691,-5.253,,-5.814,-37.6,0.0,0.0,AB2,2.422
As6O12,0.159,-0.976,1,p2_12_12,0.369,,1.241,0.586,,1.581,-6.633,-6.817,,-7.002,-107.041,-0.003,-0.007,AB2,1.322
Pb6I12,0.037,-0.655,0,c2/m11,1.255,,2.02,1.464,,2.257,-4.848,-5.475,,-6.102,-52.084,0.0,0.0,AB2,2.999
Cu12S6,0.068,-0.105,0,p1,0.627,,1.597,0.95,,1.987,-4.268,-4.582,,-4.895,-70.469,0.0,0.0,AB2,3.881
Tl12S6,0.064,-0.288,0,p1,1.11,,1.799,1.138,,1.823,-3.268,-3.823,,-4.378,-59.622,0.0,0.0,AB2,2.592
I16Be8,0.032,-0.563,0,pb2n,4.348,,,4.348,,,-1.685,-3.859,,-6.033,-66.785,0.0,0.0,AB2,2.546
Ag2Ca2Br6,0.001,-1.394,0,p-31m,3.109,,4.387,3.109,,4.387,-3.65,-5.205,,-6.759,-33.151,0.0,0.0,ABC3,2.822
Ag2Ca2Cl6,0.0,-1.634,0,p-31m,3.472,,4.978,3.472,,4.978,-3.532,-5.268,,-7.004,-36.755,0.0,0.0,ABC3,2.786
Ag2I6Ca2,0.016,-1.091,0,p-31m,2.641,,3.677,2.641,,3.677,-3.36,-4.68,,-6.001,-29.483,0.0,0.0,ABC3,3.147
Ag2Cd2Br6,0.0,-0.682,0,p-31m,2.24,,3.456,2.24,,3.456,-4.232,-5.352,,-6.472,-23.859,0.0,0.0,ABC3,2.933
Ag2Cd2Cl6,0.0,-0.852,0,p-31m,2.611,,4.056,2.611,,4.056,-4.187,-5.493,,-6.798,-26.769,0.0,0.0,ABC3,2.923
Ag2Cd2I6,0.028,-0.458,0,p-31m,1.834,,2.816,1.834,,2.816,-3.893,-4.81,,-5.727,-20.984,0.0,0.0,ABC3,3.265
BaAs2F12,0.0,-2.641,0,p-1,4.852,,7.286,4.852,,7.286,-5.724,-8.15,,-10.575,-69.812,0.0,0.0,AB2C12,2.535
BaBi2F12,0.0,-2.469,0,p-1,2.904,,4.979,2.912,,4.981,-7.638,-9.09,,-10.542,-67.248,0.0,0.0,AB2C12,2.671
BaP2F12,0.0,-3.007,0,p-1,7.041,,9.582,7.041,,9.582,-3.369,-6.889,,-10.41,-76.695,0.0,0.0,AB2C12,2.52
Ag2Cu2Br6,0.017,-0.316,0,c2/m11,0.0,,,0.0,,,,-6.276,,,-25.704,0.0,0.0,ABC3,2.936
BaSb2F12,0.0,-2.827,0,p-1,4.966,,7.344,4.966,,7.344,-5.693,-8.176,,-10.659,-72.091,0.0,0.0,AB2C12,2.66
Ag2Cu2Cl6,0.014,-0.467,1,c2/m11,0.0,,,0.0,,,,-6.501,,,-28.409,0.819,0.805,ABC3,2.834
Ag2I6Cu2,0.036,-0.149,0,p-31m,0.0,,,0.0,,,,-5.753,,,-23.396,0.0,0.0,ABC3,3.378
Ag2I6Ge2,0.021,-0.304,0,p-31m,2.064,,2.907,2.14,,3.142,-3.761,-4.793,,-5.825,-26.626,0.0,0.0,ABC3,3.259
Ag2Ge2S6,0.062,-0.188,0,pmma,0.0,,,0.0,,,,-5.351,,,-41.057,0.0,0.0,ABC3,1.394
Hg2Ag2Br6,0.017,-0.441,0,p-31m,1.419,,2.502,1.419,,2.502,-4.956,-5.665,,-6.375,-21.364,0.0,0.0,ABC3,2.899
Ag2Br6Mg2,0.011,-1.047,0,p-31m,2.989,,4.269,2.989,,4.269,-3.585,-5.079,,-6.574,-28.896,0.0,0.0,ABC3,2.896
Ag2Mg2Cl6,0.006,-1.302,0,p-31m,3.396,,4.903,3.396,,4.903,-3.475,-5.173,,-6.871,-32.645,0.0,0.0,ABC3,2.884
Ag2I6Mg2,0.02,-0.737,0,p-31m,2.621,,3.636,2.621,,3.636,-3.212,-4.522,,-5.832,-25.155,0.0,0.0,ABC3,3.223
MnAs2F12,0.0,-2.258,1,p-1,1.846,,4.161,1.862,,4.176,-6.254,-7.177,,-8.1,-71.959,-0.012,-0.017,AB2C12,2.072
Ag2Mn2Br6,0.006,-0.603,1,p-31m,1.74,,3.536,1.825,,3.536,-3.974,-4.844,,-5.714,-40.649,0.202,0.206,ABC3,2.959
Ag2Mn2Cl6,0.0,-0.814,1,p-31m,1.991,,3.95,2.121,,3.95,-3.828,-4.824,,-5.82,-43.963,0.167,0.166,ABC3,2.944
MnP2F12,0.0,-2.614,1,p-1,3.162,,6.441,3.165,,6.468,-5.045,-6.626,,-8.207,-78.697,-0.005,-0.008,AB2C12,2.073
Ag2I6Ni2,0.036,-0.149,1,p-31m,0.263,,2.047,0.401,,2.172,-4.746,-4.878,,-5.009,-30.537,-1.66,-1.661,ABC3,3.443
Sb2MnF12,0.0,-2.456,1,p-1,1.742,,4.06,1.756,,4.074,-6.229,-7.1,,-7.971,-74.403,-0.019,-0.031,AB2C12,2.185
Ag2P2O6,0.053,-1.462,0,p-1,2.568,,4.204,2.999,,4.737,-3.835,-5.12,,-6.404,-61.772,0.0,0.0,ABC3,1.748
Ag2Se6P2,0.005,-0.08,0,c2/m11,0.026,,,0.095,,,-5.553,-5.566,,-5.579,-38.108,0.0,0.0,ABC3,3.608
Pb2Ag2Br6,0.0,-0.723,0,p-31m,2.136,,3.204,2.344,,3.419,-4.463,-5.531,,-6.598,-29.93,0.0,0.0,ABC3,2.849
Pb2Ag2Cl6,0.0,-0.888,0,p-31m,2.439,,3.708,2.653,,3.93,-4.345,-5.564,,-6.784,-32.789,0.0,0.0,ABC3,2.806
Pb2Ag2I6,0.012,-0.511,0,p-31m,1.701,,2.613,1.701,,2.735,-4.378,-5.229,,-6.079,-27.176,0.0,0.0,ABC3,3.171
SrAs2F12,0.0,-2.614,0,p-1,4.689,,7.119,4.689,,7.119,-5.818,-8.162,,-10.507,-69.247,0.0,0.0,AB2C12,2.458
Ag2Sb2S6,0.065,-0.11,0,p-31m,0.518,,1.298,0.518,,1.298,-5.406,-5.665,,-5.924,-40.056,0.0,0.0,ABC3,3.635
Ag2Sb2Se6,0.068,-0.091,0,p-31m,0.093,,,0.093,,,-5.406,-5.453,,-5.499,-36.295,0.0,0.0,ABC3,3.643
SrP2F12,0.0,-2.982,0,p-1,6.876,,9.426,6.876,,9.426,-3.456,-6.894,,-10.332,-76.173,0.0,0.0,AB2C12,2.447
SrSb2F12,0.0,-2.799,0,p-1,4.846,,7.22,4.846,,7.22,-5.787,-8.21,,-10.633,-71.508,0.0,0.0,AB2C12,2.578
Ag2Sn2Br6,0.0,-0.622,0,p-31m,2.207,,3.095,2.467,,3.283,-4.005,-5.109,,-6.212,-29.522,0.0,0.0,ABC3,2.841
Sr2Ag2Br6,0.015,-1.427,0,p-31m,3.123,,4.414,3.123,,4.414,-3.694,-5.255,,-6.817,-32.808,0.0,0.0,ABC3,2.769
Sr2Ag2I6,0.019,-1.134,0,p-31m,2.677,,3.707,2.677,,3.707,-3.452,-4.79,,-6.128,-29.24,0.0,0.0,ABC3,3.082
Ag2Te2S6,0.135,0.103,0,p-31m,0.0,,,0.0,,,,-5.622,,,-35.523,0.0,0.0,ABC3,3.643
Ag2I6V2,0.03,-0.381,1,p-31m,1.286,,3.1,1.309,,3.131,-3.321,-3.964,,-4.607,-35.41,-0.316,-0.317,ABC3,3.393
As2Al2O6,0.0,-2.117,0,p-31m,4.596,,5.969,4.653,,5.995,-1.215,-3.514,,-5.812,-68.72,0.0,0.0,ABC3,3.304
As2Al2S6,0.087,-0.518,0,p31m,1.139,,1.783,1.392,,2.033,-4.379,-4.948,,-5.518,-46.454,0.0,0.0,ABC3,3.556
Al2S6B2,0.079,-0.672,0,p-31m,0.728,,1.703,0.803,,1.785,-5.571,-5.935,,-6.299,-52.075,0.0,0.0,ABC3,3.71
Ga2Al2S6,0.0,-0.874,0,pm2_1n,2.835,,3.811,2.924,,3.879,-3.92,-5.337,,-6.755,-46.488,0.0,0.0,ABC3,2.648
Ga2Se6Al2,0.012,-0.713,0,pm2_1n,1.97,,2.729,2.034,,2.808,-4.093,-5.078,,-6.063,-41.311,0.0,0.0,ABC3,2.705
Te2Co2As,0.019,-0.235,0,p-6m2,0.0,,,0.0,,,,-4.575,,,-28.706,0.0,0.0,AB2C2,3.103
Te6Ga2Al2,0.036,-0.355,0,pm2_1n,0.875,,1.391,0.93,,1.452,-4.325,-4.762,,-5.2,-36.063,0.0,0.0,ABC3,2.789
Ge2Se6Al2,0.007,-0.547,0,p-31m,1.645,,2.408,1.67,,2.445,-4.243,-5.065,,-5.888,-42.879,0.0,0.0,ABC3,2.041
Te6Ge2Al2,0.014,-0.25,0,p-31m,0.943,,1.476,0.943,,1.516,-4.098,-4.569,,-5.041,-38.239,0.0,0.0,ABC3,2.079
Ge2Al2S6,0.045,-0.65,0,p-31m,2.014,,2.909,2.343,,3.214,-4.091,-5.098,,-6.105,-47.474,0.0,0.0,ABC3,2.004
Hf2AsS2,0.045,-1.309,0,p-3m1,0.0,,,0.0,,,,-4.972,,,-34.378,0.0,0.0,AB2C2,3.152
In2Al2O6,0.096,-2.21,0,pm2_1n,2.838,,4.392,2.912,,4.43,-4.658,-6.077,,-7.496,-65.852,0.0,0.0,ABC3,2.297
In2Al2S6,0.054,-0.771,0,pm2_1n,2.372,,3.283,2.412,,3.336,-4.086,-5.272,,-6.458,-45.179,0.0,0.0,ABC3,2.655
In2Se6Al2,0.055,-0.648,0,pm2_1n,1.685,,2.424,1.685,,2.424,-4.3,-5.143,,-5.986,-40.379,0.0,0.0,ABC3,2.712
In2Te6Al2,0.06,-0.324,0,pm2_1n,0.744,,1.238,0.803,,1.287,-4.484,-4.856,,-5.228,-35.476,0.0,0.0,ABC3,2.795
Hf2AsSe2,0.016,-1.193,0,p-3m1,0.0,,,0.0,,,,-4.896,,,-32.604,0.0,0.0,AB2C2,3.21
Hf2Te2As,0.0,-0.912,0,p-3m1,0.0,,,0.0,,,,-4.705,,,-30.647,0.0,0.0,AB2C2,3.322
Ni2AsS2,0.086,-0.275,0,p-6m2,0.0,,,0.0,,,,-5.767,,,-28.687,0.0,0.0,AB2C2,2.593
Ni2AsSe2,0.002,-0.295,0,p-6m2,0.0,,,0.0,,,,-5.162,,,-27.597,0.0,0.0,AB2C2,2.662
Te2Ni2As,0.005,-0.257,0,p-6m2,0.0,,,0.0,,,,-4.52,,,-26.852,0.0,0.0,AB2C2,2.851
Pd2Te2As,0.08,-0.275,0,p-6m2,0.0,,,0.0,,,,-4.618,,,-20.087,0.0,0.0,AB2C2,2.867
Ti2AsS2,0.044,-1.117,0,p-3m1,0.0,,,0.0,,,,-5.331,,,-31.782,0.0,0.0,AB2C2,3.021
Zr2AsS2,0.041,-1.381,0,p-3m1,0.0,,,0.0,,,,-5.231,,,-34.528,0.0,0.0,AB2C2,3.116
Ti2AsSe2,0.023,-1.025,0,p-3m1,0.0,,,0.0,,,,-5.159,,,-30.135,0.0,0.0,AB2C2,3.087
Zr2AsSe2,0.012,-1.279,0,p-3m1,0.0,,,0.0,,,,-5.119,,,-32.828,0.0,0.0,AB2C2,3.183
Te2Ti2As,0.0,-0.803,0,p-3m1,0.0,,,0.0,,,,-4.854,,,-28.468,0.0,0.0,AB2C2,3.222
Zr2Te2As,0.0,-1.028,0,p-3m1,0.0,,,0.0,,,,-4.887,,,-31.02,0.0,0.0,AB2C2,3.311
AuAg2Se2,0.055,-0.048,0,p-3m1,0.0,,,0.0,,,,-5.292,,,-16.016,0.0,0.0,AB2C2,3.625
Al2Si2S6,0.039,-0.798,0,p-31m,2.67,,3.652,2.903,,3.824,-3.509,-4.844,,-6.179,-50.719,0.0,0.0,ABC3,2.012
Se6Al2Si2,0.002,-0.629,0,p-31m,2.144,,2.99,2.208,,3.044,-3.824,-4.896,,-5.968,-45.462,0.0,0.0,ABC3,2.045
Te6Al2Si2,0.002,-0.27,0,p-31m,1.115,,1.673,1.339,,1.926,-3.992,-4.549,,-5.106,-40.2,0.0,0.0,ABC3,2.094
Bi2As2O6,0.0,-1.266,0,p11a,2.835,,4.092,2.956,,4.221,-2.996,-4.413,,-5.831,-62.079,0.0,0.0,ABC3,1.898
Hf2Cl2B,0.0,-1.38,0,p-3m1,0.0,,,0.0,,,,-4.22,,,-32.186,0.0,0.0,AB2C2,5.347
Nb2Cl2B,0.009,-1.074,0,p-3m1,0.0,,,0.0,,,,-4.408,,,-36.3,0.0,0.0,AB2C2,5.597
Ta2Cl2B,0.0,-1.028,0,p-3m1,0.0,,,0.0,,,,-4.14,,,-35.048,0.0,0.0,AB2C2,5.631
Ti2Cl2B,0.0,-1.267,0,p-3m1,0.0,,,0.0,,,,-4.733,,,-29.989,0.0,0.0,AB2C2,5.119
Y2Cl2B,0.067,-1.371,0,p-3m1,0.0,,,0.0,,,,-4.878,,,-26.515,0.0,0.0,AB2C2,4.873
Zr2Cl2B,0.0,-1.434,0,p-3m1,0.0,,,0.0,,,,-4.51,,,-32.253,0.0,0.0,AB2C2,5.302
Co2As2Se6,0.033,-0.212,0,p-31m,0.166,,0.005,0.166,,0.008,-4.729,-4.812,,-4.895,-48.798,0.0,0.0,ABC3,3.73
Te6Co2As2,0.068,-0.105,0,p-31m,0.015,,,0.328,,,-4.415,-4.423,,-4.43,-46.058,0.0,0.0,ABC3,3.923
Cr2As2O6,0.006,-1.582,1,p-31m,1.295,,3.931,1.324,,3.931,-3.334,-3.981,,-4.629,-74.71,-0.026,-0.024,ABC3,3.25
Cr2As2S6,0.074,-0.387,1,p31m,0.798,,1.683,0.954,,1.983,-4.444,-4.843,,-5.242,-56.483,-0.1,-0.1,ABC3,3.595
Cr2As2Se6,0.025,-0.315,1,p31m,0.338,,0.85,0.63,,1.184,-4.547,-4.716,,-4.885,-52.193,0.145,0.145,ABC3,3.665
Hf2BF2,0.072,-2.155,0,p-3m1,0.0,,,0.0,,,,-3.785,,,-35.663,0.0,0.0,AB2C2,4.469
Te6Cr2As2,0.035,-0.101,1,p-31m,0.0,,,0.0,,,,-4.689,,,-48.381,2.331,2.33,ABC3,3.902
Ti2BF2,0.063,-2.112,0,p-3m1,0.0,,,0.0,,,,-4.763,,,-33.819,0.0,0.0,AB2C2,4.337
Y2BF2,0.141,-2.251,0,p-3m1,0.0,,,0.0,,,,-3.366,,,-30.514,0.0,0.0,AB2C2,3.832
Zr2BF2,0.016,-2.227,0,p-3m1,0.0,,,0.0,,,,-3.988,,,-35.82,0.0,0.0,AB2C2,4.397
Mo2Se2B,0.188,-0.455,0,p-3m1,0.0,,,0.0,,,,-4.757,,,-38.349,0.0,0.0,AB2C2,6.557
Nb2S2B,0.121,-0.932,0,p-3m1,0.0,,,0.0,,,,-5.714,,,-40.174,0.0,0.0,AB2C2,6.143
Nb2Se2B,0.055,-0.819,0,p-3m1,0.0,,,0.0,,,,-5.232,,,-38.417,0.0,0.0,AB2C2,6.291
Nb2Te2B,0.059,-0.547,0,c2/m11,0.0,,,0.0,,,,-4.569,,,-36.5,0.0,0.0,AB2C2,6.699
Ir2As2S6,0.04,-0.294,0,p-31m,0.251,,0.125,0.251,,0.125,-5.243,-5.368,,-5.494,-55.282,0.0,0.0,ABC3,3.713
Ir2As2Se6,0.005,-0.276,0,p-31m,0.28,,0.222,0.28,,0.222,-4.85,-4.99,,-5.13,-51.538,0.0,0.0,ABC3,3.758
Ta2S2B,0.037,-0.976,0,p-3m1,0.0,,,0.0,,,,-5.537,,,-39.372,0.0,0.0,AB2C2,6.225
Ir2Te6As2,0.045,-0.207,0,p-31m,0.336,,0.336,0.336,,0.336,-4.328,-4.496,,-4.664,-49.173,0.0,0.0,ABC3,3.942
As2Mg2S6,0.074,-0.576,0,p-31m,2.029,,3.081,2.029,,3.081,-4.633,-5.647,,-6.662,-42.786,0.0,0.0,ABC3,1.933
As2Se6Mg2,0.052,-0.512,0,p-31m,1.312,,2.135,1.312,,2.137,-4.738,-5.394,,-6.05,-38.576,0.0,0.0,ABC3,1.978
Ta2Se2B,0.005,-0.836,0,p-3m1,0.0,,,0.0,,,,-5.078,,,-37.481,0.0,0.0,AB2C2,6.354
V2Se2B,0.168,-0.59,0,p-3m1,0.0,,,0.0,,,,-5.119,,,-33.667,0.0,0.0,AB2C2,5.92
Ta2Te2B,0.047,-0.523,0,c2/m11,0.0,,,0.0,,,,-4.48,,,-35.362,0.0,0.0,AB2C2,6.737
BaO2H2,0.028,-1.814,0,p-3m1,3.659,,5.261,3.659,,5.285,-1.279,-3.108,,-4.938,-27.796,0.0,0.0,AB2C2,1.798
BaS2H2,0.015,-0.966,0,p-3m1,3.774,,4.778,3.774,,4.778,-1.436,-3.323,,-5.21,-21.465,0.0,0.0,AB2C2,2.041
BaSe2H2,0.03,-0.82,0,p-3m1,3.22,,4.158,3.22,,4.158,-1.786,-3.397,,-5.007,-19.543,0.0,0.0,AB2C2,2.142
BiNi2Se2,0.096,-0.188,0,p-6m2,0.0,,,0.0,,,,-5.202,,,-27.074,0.0,0.0,AB2C2,2.635
BiTe2Ni2,0.0,-0.176,0,p-6m2,0.0,,,0.0,,,,-4.751,,,-26.46,0.0,0.0,AB2C2,2.766
BiPd2Te2,0.049,-0.319,0,p-6m2,0.0,,,0.0,,,,-4.917,,,-20.318,0.0,0.0,AB2C2,2.707
Sc2Br2C,0.0,-1.327,0,p-3m1,0.663,,1.736,1.174,,2.262,-4.849,-5.181,,-5.512,-28.346,0.0,0.0,AB2C2,2.733
Hf2Cl2C,0.0,-1.466,0,p-3m1,0.0,,,0.0,,,,-3.859,,,-35.133,0.0,0.0,AB2C2,5.601
Rh2As2O6,0.089,-0.904,0,p-31m,0.857,,2.726,0.934,,2.77,-3.829,-4.258,,-4.686,-63.402,0.0,0.0,ABC3,3.334
Nb2Cl2C,0.0,-1.051,0,p-3m1,0.0,,,0.0,,,,-4.241,,,-38.698,0.0,0.0,AB2C2,5.761
Sc2Cl2C,0.0,-1.585,0,p-3m1,0.883,,1.907,1.178,,2.256,-5.069,-5.51,,-5.952,-30.033,0.0,0.0,AB2C2,2.683
Ta2Cl2C,0.032,-0.947,0,p-3m1,0.0,,,0.0,,,,-3.793,,,-37.156,0.0,0.0,AB2C2,5.778
Ti2Cl2C,0.0,-1.397,0,p-3m1,0.0,,,0.0,,,,-4.593,,,-33.154,0.0,0.0,AB2C2,5.127
V2Cl2C,0.023,-0.895,0,p-3m1,0.0,,,0.0,,,,-4.657,,,-34.311,0.0,0.0,AB2C2,5.241
Rh2As2Se6,0.028,-0.321,0,p-31m,0.127,,0.089,0.127,,0.089,-4.898,-4.962,,-5.025,-47.726,0.0,0.0,ABC3,3.694
Y2Cl2C,0.0,-1.587,0,p-3m1,0.961,,1.763,0.982,,1.806,-4.815,-5.295,,-5.775,-30.108,0.0,0.0,AB2C2,4.954
Zr2Cl2C,0.0,-1.548,0,p-3m1,0.0,,,0.0,,,,-4.253,,,-35.337,0.0,0.0,AB2C2,5.337
Rh2Te6As2,0.053,-0.264,0,p-31m,0.262,,0.201,0.262,,0.279,-4.319,-4.45,,-4.581,-45.493,0.0,0.0,ABC3,3.886
Sb2As2O6,0.0,-1.301,0,p11a,3.974,,5.103,4.041,,5.295,-2.051,-4.038,,-6.025,-61.894,0.0,0.0,ABC3,1.701
Sc2As2S6,0.091,-0.957,0,p31m,1.423,,2.05,1.512,,2.144,-4.311,-5.022,,-5.734,-52.68,0.0,0.0,ABC3,3.423
Hf2CF2,0.04,-2.26,0,p-3m1,0.0,,,0.0,,,,-3.63,,,-38.707,0.0,0.0,AB2C2,4.754
Sc2As2Se6,0.0,-0.851,0,p31m,0.839,,1.299,0.951,,1.451,-4.424,-4.843,,-5.263,-48.057,0.0,0.0,ABC3,3.534
Te6Sc2As2,0.077,-0.549,0,p31m,0.1,,0.332,0.35,,0.618,-4.499,-4.549,,-4.599,-43.362,0.0,0.0,ABC3,3.681
Sc2CF2,0.0,-2.541,0,p-3m1,1.02,,2.067,1.425,,2.547,-4.006,-4.516,,-5.026,-34.419,0.0,0.0,AB2C2,3.807
As2Si2S6,0.052,-0.408,0,p-1,2.181,,3.035,2.182,,3.086,-3.561,-4.651,,-5.742,-48.671,0.0,0.0,ABC3,2.916
Ti2CF2,0.0,-2.274,0,p-3m1,0.0,,,0.0,,,,-4.804,,,-37.143,0.0,0.0,AB2C2,4.525
V2CF2,0.079,-1.724,0,p-3m1,0.0,,,0.0,,,,-5.383,,,-38.059,0.0,0.0,AB2C2,4.581
As2Se6Si2,0.033,-0.276,0,p-1,1.79,,2.538,1.863,,2.665,-3.586,-4.48,,-5.375,-43.78,0.0,0.0,ABC3,2.987
Y2CF2,0.0,-2.497,0,p-3m1,1.117,,1.966,1.289,,2.162,-3.131,-3.69,,-4.248,-34.261,0.0,0.0,AB2C2,3.851
Zr2CF2,0.0,-2.363,0,p-3m1,0.0,,,0.0,,,,-3.906,,,-39.012,0.0,0.0,AB2C2,4.698
Hf2CH2,0.082,-0.588,0,p-3m1,0.0,,,0.0,,,,-3.426,,,-33.82,0.0,0.0,AB2C2,3.976
Sn2Te6As2,0.081,-0.039,0,p-3,0.455,,0.722,0.53,,0.813,-4.393,-4.62,,-4.848,-37.058,0.0,0.0,ABC3,3.652
Sc2CH2,0.071,-0.546,0,p-3m1,1.01,,2.009,1.16,,2.185,-4.068,-4.573,,-5.078,-27.917,0.0,0.0,AB2C2,3.091
Ti2CH2,0.053,-0.586,0,p-3m1,0.0,,,0.0,,,,-4.077,,,-32.176,0.0,0.0,AB2C2,3.597
Zr2CH2,0.095,-0.627,0,p-3m1,0.0,,,0.0,,,,-3.652,,,-33.807,0.0,0.0,AB2C2,3.88
Hf2CO2,0.168,-2.307,0,p-3m1,0.938,,1.681,2.036,,2.911,-4.41,-4.879,,-5.348,-46.017,0.0,0.0,AB2C2,4.979
Hf2Se2C,0.098,-1.076,0,p-3m1,0.0,,,0.0,,,,-5.696,,,-36.578,0.0,0.0,AB2C2,6.299
Hf2Te2C,0.092,-0.771,0,p-3m1,0.0,,,0.0,,,,-4.534,,,-34.497,0.0,0.0,AB2C2,6.859
I2Sc2C,0.0,-0.931,0,p-3m1,0.0,,0.759,0.0,,2.191,,-4.512,,,-26.149,0.0,0.0,AB2C2,3.02
Zr2I2C,0.0,-0.933,0,p-3m1,0.0,,,0.0,,,,-3.722,,,-31.646,0.0,0.0,AB2C2,5.682
Tl2As2O6,0.033,-1.031,0,p312,2.854,,4.438,3.055,,4.564,-2.169,-3.596,,-5.023,-55.379,0.0,0.0,ABC3,1.785
Mo2Se2C,0.153,-0.333,0,p-3m1,0.0,,,0.0,,,,-4.811,,,-40.254,0.0,0.0,AB2C2,6.46
Nb2CO2,0.11,-1.728,0,p-3m1,0.0,,,0.0,,,,-5.76,,,-48.758,0.0,0.0,AB2C2,5.545
Nb2S2C,0.003,-0.946,0,p-3m1,0.0,,,0.0,,,,-5.635,,,-42.76,0.0,0.0,AB2C2,6.369
Nb2Se2C,0.0,-0.837,0,p-3m1,0.0,,,0.0,,,,-5.018,,,-41.021,0.0,0.0,AB2C2,6.545
Nb2Te2C,0.0,-0.558,0,p-3m1,0.0,,,0.0,,,,-4.431,,,-39.07,0.0,0.0,AB2C2,6.913
Ta2CO2,0.113,-1.766,0,p-3m1,0.0,,,0.0,,,,-5.522,,,-47.93,0.0,0.0,AB2C2,5.65
Ti2CO2,0.112,-2.061,0,p-3m1,0.325,,1.295,0.64,,1.991,-5.499,-5.662,,-5.824,-43.153,0.0,0.0,AB2C2,4.799
V2CO2,0.185,-1.437,0,p-3m1,0.0,,,0.0,,,,-6.645,,,-43.701,0.0,0.0,AB2C2,5.113
Zr2CO2,0.172,-2.288,0,p-3m1,0.95,,1.729,1.812,,2.873,-4.341,-4.817,,-5.292,-45.712,0.0,0.0,AB2C2,4.867
Ta2S2C,0.0,-0.975,0,p-3m1,0.0,,,0.0,,,,-5.405,,,-41.881,0.0,0.0,AB2C2,6.438
Ti2S2C,0.145,-1.06,0,p-3m1,0.0,,,0.0,,,,-6.168,,,-36.055,0.0,0.0,AB2C2,5.781
V2S2C,0.073,-0.739,0,p-3m1,0.0,,,0.0,,,,-5.564,,,-38.12,0.0,0.0,AB2C2,5.962
Au2Cd2I6,0.05,-0.367,0,p-31m,1.421,,2.278,1.421,,2.278,-4.11,-4.82,,-5.531,-20.655,0.0,0.0,ABC3,3.373
Zr2S2C,0.171,-1.219,0,p-3m1,0.0,,,0.0,,,,-6.239,,,-38.278,0.0,0.0,AB2C2,5.938
Ta2Se2C,0.0,-0.832,0,p-3m1,0.0,,,0.0,,,,-4.855,,,-39.977,0.0,0.0,AB2C2,6.601
Ti2Se2C,0.077,-0.94,0,p-3m1,0.0,,,0.0,,,,-5.422,,,-34.266,0.0,0.0,AB2C2,6.051
V2Se2C,0.0,-0.639,0,p-3m1,0.0,,,0.0,,,,-4.932,,,-36.426,0.0,0.0,AB2C2,6.138
Au2I6Ni2,0.045,-0.072,1,p-31m,0.098,,1.69,0.3,,1.877,-4.822,-4.871,,-4.919,-30.342,-3.807,-3.808,ABC3,3.578
Zr2Se2C,0.089,-1.081,0,p-3m1,0.0,,,0.0,,,,-5.748,,,-36.398,0.0,0.0,AB2C2,6.229
Ta2Te2C,0.0,-0.507,0,p-3m1,0.0,,,0.0,,,,-4.206,,,-37.799,0.0,0.0,AB2C2,6.942
Te2Ti2C,0.067,-0.678,0,c2/m11,0.0,,,0.0,,,,-4.399,,,-32.396,0.0,0.0,AB2C2,6.571
Te2V2C,0.035,-0.35,0,p-3m1,0.0,,,0.0,,,,-4.309,,,-34.428,0.0,0.0,AB2C2,6.497
Au2Pb2I6,0.041,-0.414,0,p-31m,1.256,,2.135,1.256,,2.135,-4.549,-5.177,,-5.805,-26.79,0.0,0.0,ABC3,3.265
Au2Sb2S6,0.092,-0.082,0,p-1,1.226,,2.046,1.382,,2.237,-4.807,-5.42,,-6.034,-40.362,0.0,0.0,ABC3,2.743
CaSe2H2,0.043,-0.771,0,p-3m1,3.177,,4.172,3.177,,4.172,-1.794,-3.382,,-4.971,-19.479,0.0,0.0,AB2C2,2.081
