Formula,Band gap (G₀W₀) (eV),Direct band gap (G₀W₀) (eV),Direct band gap (PBE) (eV),Direct band gap (HSE06) (eV),Energy above hull (eV/atom),Heat of formation (eV/atom),Magnetic,Band gap (PBE) (eV),Band gap (HSE06) (eV),Direct band gap (PBE) (eV),Direct band gap (HSE06) (eV),CBM wrt. vacuum (PBE) (eV),Fermi level wrt. vacuum (PBE) (eV),VBM wrt. vacuum (PBE) (eV),Energy (eV),"Magnetic anisotropy energy, xz (meV/unit cell)","Magnetic anisotropy energy, yz (meV/unit cell)",Vacuum level (eV)
Br2Li2O4,,,2.625,4.326,0.092,-0.691,0.0,2.625,4.326,2.625,4.326,-2.323,-3.636,-4.948,-32.972,1.3877787807814457e-17,0.0,0.98
Bi2As2O6,,,2.956,4.221,0.0,-1.266,0.0,2.835,4.092,2.956,4.221,-2.996,-4.413,-5.831,-62.079,1.3877787807814457e-17,0.0,1.898
Bi2TeS2,,,0.021,0.528,0.062,-0.267,0.0,0.020999999999999908,0.5280000000000002,0.020999999999999908,0.528,-5.88,-5.891,-5.901,-22.046,1.3877787807814457e-17,0.0,4.828
Hg2Cu2Se2Cl2,,,0.833,2.303,0.03,-0.363,0.0,0.833,2.303,0.833,2.303,-4.467,-4.884,-5.301,-22.56,1.3877787807814457e-17,0.0,1.565
S2Li6O8H2,,,4.475,5.694,0.024,-1.741,0.0,4.475,5.694000000000001,4.475,5.694,-0.9630000000000001,-3.2,-5.438,-98.476,1.3877787807814457e-17,0.0,1.127
Te2Ni2O6,,,0.217,2.222,0.057,-0.863,0.0,0.21700000000000008,2.222,0.21700000000000008,2.222,-3.645,-3.753,-3.862,-60.281,1.3877787807814457e-17,0.0,1.553
ZrICl,1.744,2.271,1.433,1.934,0.08,-1.228,0.0,0.877,1.317,1.433,1.934,-2.836,-3.274,-3.712,-14.352000000000004,1.3877787807814457e-17,0.0,4.162
ZnO2H2,,,2.333,4.292,0.086,-1.161,0.0,2.333,4.267,2.333,4.292,-1.6429999999999998,-2.81,-3.976,-23.886,1.3877787807814457e-17,0.0,1.449
I4Ti2Se4,,,0.684,2.035,0.0,-0.711,0.0,0.684,2.029,0.684,2.035,-4.847,-5.189,-5.531,-40.337,1.3877787807814457e-17,0.0,3.398
Nb4Se12Br2,,,0.645,1.065,0.015,-0.682,0.0,0.617,1.065,0.645,1.0650000000000002,-4.427,-4.735,-5.043,-98.552,1.3877787807814457e-17,0.0,1.826
Ti2Se2C,,,0.0,,0.077,-0.94,0.0,0.0,0.5896666666666668,0.0,0.7789999999999999,-5.679,-5.422,-5.862,-34.266,1.3877787807814457e-17,0.0,6.051
Ti2Br2Cl2,,,0.378,0.998,0.012999999999999998,-1.348,0.0,0.2929999999999999,0.919,0.378,0.998,-4.215,-4.362,-4.508,-28.206,1.3877787807814457e-17,0.0,3.394
Au2I2Se3P4,,,1.355,2.189,0.097,-0.009000000000000008,0.0,1.348,2.172,1.355,2.189,-4.107,-4.781,-5.455,-41.22,1.3877787807814457e-17,0.0,1.389
Ir2As2S6,,,0.251,0.125,0.04,-0.294,0.0,0.251,0.125,0.2509999999999999,0.125,-5.243,-5.368,-5.494,-55.282,1.3877787807814457e-17,0.0,3.713
Ta2Se2B,,,0.0,,0.0049999999999999975,-0.836,0.0,0.0,0.9336666666666666,0.0,1.4169999999999998,-4.865333333333333,-5.078,-5.182666666666666,-37.481,1.3877787807814457e-17,0.0,6.354
Te2Ga2O8H2,,,3.925,5.416,0.046,-1.327,0.0,3.859,5.308,3.925,5.416,-2.183,-4.113,-6.042,-78.443,1.3877787807814457e-17,0.0,1.587
V2Cl6,,,0.0,0.023,0.0,-1.271,1.0000000000000002,0.0,0.02300000000000013,0.0,0.02300000000000013,-5.373666666666667,-5.886,-5.449,-37.926,-0.704,-0.702,2.785
Sr4Se8P4F4,,,1.648,2.397,0.055,-1.66,0.0,1.648,2.397,1.648,2.397,-4.119,-4.943,-5.767,-95.56,1.3877787807814457e-17,0.0,3.33
Ta4Cr2S12,,,0.0,,0.0,-0.96,1.0000000000000002,0.0,2.679,0.0,2.679,-4.957666666666666,-5.328,-5.9816666666666665,-124.299,0.107,1.263,2.199
I4GaNaO12,,,2.776,4.133,0.019000000000000003,-0.522,0.0,2.731,4.098,2.776,4.133,-4.695,-6.06,-7.426,-81.02,1.3877787807814457e-17,0.0,2.206
Cu6SeBr2S3Cl6,,,0.311,0.799,0.047,-0.33799999999999997,0.0,0.271,0.7469999999999999,0.31099999999999994,0.7989999999999999,-6.226,-6.361,-6.497,-57.743,1.3877787807814457e-17,0.0,3.267
Ag2Cl6,,,0.267,1.278,0.123,-0.15000000000000002,1.0000000000000002,0.267,1.278,0.2669999999999999,1.278,-7.05,-7.184,-7.318,-17.590999999999998,0.033,0.034,2.63
Ga2Ge2Se6,,,1.009,1.629,0.056,-0.367,0.0,1.009,1.629,1.009,1.629,-4.722,-5.227,-5.731,-39.403,1.3877787807814457e-17,0.0,2.026
Ag2SeO4,,,1.982,3.565,0.052,-0.4139999999999999,0.0,1.62,3.121,1.982,3.565,-4.632,-5.442,-6.251,-32.554,1.3877787807814457e-17,0.0,1.058
Cu2Cl6,,,0.46,1.507,0.072,-0.31,1.0000000000000002,0.42599999999999993,1.409,0.45999999999999996,1.507,-6.955,-7.168,-7.381,-20.542,-0.04999999999999999,-0.049,2.722
Se6Al2Si2,,,2.208,3.044,0.0020000000000000018,-0.629,0.0,2.144,2.99,2.208,3.044,-3.824,-4.896,-5.968,-45.462,1.3877787807814457e-17,0.0,2.045
Au2Hg2Te2I2,,,0.469,1.098,0.054,-0.16800000000000004,0.0,0.469,1.098,0.46899999999999986,1.0979999999999999,-4.579,-4.814,-5.048,-18.742,1.3877787807814457e-17,0.0,1.722
WAgSeBr5,,,0.811,1.895,0.017999999999999995,-0.434,0.0,0.802,1.885,0.8110000000000002,1.895,-5.355,-5.756,-6.157,-29.203,1.3877787807814457e-17,0.0,2.363
Ba4Bi4S8F4,,,1.508,2.373,0.0,-1.821,0.0,1.4,2.354,1.508,2.373,-4.1,-4.8,-5.499,-101.398,1.3877787807814457e-17,0.0,3.343
K2Se2MgO8H4,,,4.389,5.715,0.0,-1.405,0.0,4.373,5.701,4.389,5.715,-1.263,-3.45,-5.636,-89.199,1.3877787807814457e-17,0.0,1.384
Ag4S6,,,0.947,1.595,0.123,0.07800000000000007,0.0,0.872,1.509,0.9469999999999998,1.595,-4.798,-5.234,-5.67,-35.046,1.3877787807814457e-17,0.0,3.866
Au2ISe2Cl,,,0.077,0.215,0.11099999999999999,-0.062000000000000055,0.0,0.04800000000000004,0.19600000000000017,0.07699999999999974,0.21499999999999986,-6.079,-6.103,-6.127,-16.859000000000005,1.3877787807814457e-17,0.0,2.697
Sb2Co2O6,,,0.932,3.707,0.051,-1.179,0.0,0.932,3.643,0.9320000000000002,3.707,-3.211,-3.677,-4.143,-67.807,1.3877787807814457e-17,0.0,3.495
Sr4Te4O12,,,4.089,5.466,0.011,-2.004,0.0,4.028,5.384,4.089,5.466,-1.604,-3.618,-5.632,-121.087,1.3877787807814457e-17,0.0,1.541
In2MnSe4,,,0.0,,0.066,-0.442,1.0000000000000002,0.0,0.8163333333333334,0.0,0.8213333333333332,-4.644,-4.744,-4.804666666666667,-32.268,-0.20600000000000002,-0.197,3.226
Nb2Cl12Li2,,,2.359,4.007,0.0,-1.444,0.0,2.359,4.007,2.359,4.007,-5.267,-6.446,-7.625,-68.954,1.3877787807814457e-17,0.0,1.936
W2ZrO8,,,3.576,5.405,0.024,-2.568,0.0,3.486,5.321,3.576,5.405,-5.427,-7.17,-8.913,-99.62,1.3877787807814457e-17,0.0,1.702
Te2Ga2F2,,,2.24,2.981,0.051,-1.336,0.0,2.095,2.827,2.24,2.981,-4.222,-5.27,-6.317,-23.408,1.3877787807814457e-17,0.0,1.661
GeS2,3.671,3.942,1.573,2.686,0.049,-0.298,0.0,1.344,2.434,1.573,2.686,-4.348,-5.021,-5.693,-13.564999999999998,1.3877787807814457e-17,0.0,2.969
I2Cu2As4S3,,,1.087,2.585,0.043,-0.14100000000000001,0.0,1.086,2.585,1.087,2.585,-3.916,-4.459,-5.003,-42.75,1.3877787807814457e-17,0.0,1.673
NiGa2O4,,,0.0,,0.064,-1.414,1.0000000000000002,0.0,1.4746666666666666,0.0,1.4883333333333335,-4.800666666666666,-4.742,-4.9543333333333335,-43.448,-0.086,-0.08600000000000001,2.624
Tl4Cu4S4,,,0.543,2.04,0.024,-0.244,0.0,0.543,1.869,0.543,2.04,-3.368,-3.639,-3.911,-43.936,1.3877787807814457e-17,0.0,3.581
Y2Cl2B,,,0.0,,0.067,-1.371,0.0,0.0,1.4496666666666664,0.0,1.5270000000000001,-4.899333333333333,-4.878,-5.288333333333333,-26.515,1.3877787807814457e-17,0.0,4.873
PbK2S6H6,,,1.59,2.466,0.063,-0.408,0.0,1.59,2.466,1.59,2.466,-4.122,-4.917,-5.712,-56.737,1.3877787807814457e-17,0.0,1.092
Se6NaAlP2,,,2.142,3.036,0.0,-0.482,0.0,2.133,3.024,2.142,3.036,-3.804,-4.87,-5.936,-41.495,1.3877787807814457e-17,0.0,1.701
W2Hg4O8,,,2.567,3.968,0.011,-1.429,0.0,2.506,3.867,2.567,3.968,-3.803,-5.056,-6.309,-87.518,1.3877787807814457e-17,0.0,1.772
In4Cl6,,,2.658,3.586,0.063,-0.898,0.0,2.646,3.574,2.658,3.586,-3.892,-5.215,-6.538,-30.739000000000004,1.3877787807814457e-17,0.0,2.158
Mo2P2O10,,,1.11,3.047,0.0,-2.064,1.0000000000000002,1.04,3.024,1.11,3.047,-4.853,-5.373,-5.893,-113.273,-0.174,-0.174,1.465
Nb4Se12Br2,,,0.645,1.065,0.015,-0.682,0.0,0.617,1.065,0.645,1.0650000000000002,-4.427,-4.735,-5.043,-98.552,1.3877787807814457e-17,0.0,1.826
Sb4As2O12H2,,,3.525,4.768,0.024,-1.281,0.0,3.522,4.765,3.525,4.768,-3.002,-4.763,-6.523,-120.708,1.3877787807814457e-17,0.0,1.395
Ag2I6Cu2,,,0.0,,0.036,-0.14900000000000002,0.0,0.0,0.13966666666666683,0.0,0.21833333333333327,-5.445333333333333,-5.753,-5.554666666666667,-23.396,1.3877787807814457e-17,0.0,3.378
K2Se2MgS8H4,,,1.957,2.966,0.084,-0.404,0.0,1.957,2.966,1.957,2.966,-3.269,-4.247,-5.226,-63.81,1.3877787807814457e-17,0.0,1.522
Os2K2S2N2F10,,,0.976,2.544,0.0,-1.789,1.0000000000000002,0.841,2.516,0.976,2.544,-4.645,-5.066,-5.486,-97.75,-2.298,-5.316,1.853
Hg10F4,,,1.32,1.708,0.05,-0.699,0.0,1.172,1.544,1.32,1.7079999999999997,-3.844,-4.43,-5.016,-24.991,1.3877787807814457e-17,0.0,2.537
Sb4Ge4S4,,,1.811,2.492,0.008,-0.17700000000000005,0.0,1.752,2.476,1.811,2.492,-3.787,-4.663,-5.539,-54.12,1.3877787807814457e-17,0.0,1.668
Cu2F4,,,0.842,4.028,0.011,-1.595,1.0000000000000002,0.825,4.028,0.842,4.028,-6.913,-7.325,-7.738,-23.268,-0.22400000000000003,-0.125,1.174
Te2I2As2,,,0.184,0.417,0.066,-0.05700000000000005,0.0,0.18399999999999994,0.41700000000000004,0.18399999999999994,0.4169999999999998,-5.034,-5.126,-5.218,-19.037,1.3877787807814457e-17,0.0,3.253
Ir2Se2Cl2,,,1.187,2.235,0.034,-0.396,0.0,1.187,2.235,1.187,2.235,-4.056,-4.649,-5.243,-31.462,1.3877787807814457e-17,0.0,1.923
V2Se2O10H4,,,1.034,3.442,0.074,-1.351,1.0000000000000002,0.892,3.305,1.034,3.442,-3.304,-3.75,-4.196,-112.881,-0.03900000000000001,-0.051000000000000004,1.176
Zr2Sn2Te8,,,0.568,1.087,0.012,-0.551,0.0,0.498,1.029,0.568,1.087,-4.042,-4.291,-4.54,-55.173,1.3877787807814457e-17,0.0,2.263
In2Se2Cl2,,,2.134,3.076,0.016,-0.799,0.0,2.127,3.076,2.134,3.076,-5.34,-6.404,-7.467,-20.859,1.3877787807814457e-17,0.0,1.9329999999999998
In2S2,,,2.099,2.826,0.036,-0.52,0.0,1.973,2.664,2.099,2.826,-3.779,-4.766,-5.752,-15.762,1.3877787807814457e-17,0.0,1.456
Ag2Mn2Br6,,,1.825,3.536,0.005999999999999998,-0.603,1.0000000000000002,1.74,3.536,1.825,3.536,-3.974,-4.844,-5.714,-40.649,0.202,0.206,2.959
In2Te2,,,1.439,2.018,0.039,-0.31100000000000005,0.0,1.072,1.572,1.439,2.018,-3.855,-4.391,-4.927,-13.18,1.3877787807814457e-17,0.0,1.573
Au2Br6,,,0.116,0.891,0.121,-0.017000000000000015,1.0000000000000002,0.08200000000000007,0.8599999999999999,0.1160000000000001,0.8910000000000002,-6.045,-6.086,-6.127,-15.902999999999995,-0.35400000000000004,-0.351,2.691
W3MoSe8,,,1.258,1.749,0.0,-0.625,0.0,1.258,1.749,1.258,1.749,-3.692,-4.321,-4.95,-81.015,1.3877787807814457e-17,0.0,4.661
Ir2Br2S2,,,1.061,2.065,0.05,-0.348,0.0,1.056,2.065,1.061,2.065,-4.175,-4.703,-5.231,-31.966,1.3877787807814457e-17,0.0,1.952
CdBr2,6.198,6.198,2.925,4.087,0.02,-0.883,0.0,2.925,4.087,2.925,4.087,-4.164,-5.627,-7.089,-6.746000000000002,1.3877787807814457e-17,0.0,2.29
Hf2Ti2Se8,,,0.651,1.633,0.16000000000000003,-1.08,0.0,0.646,1.61,0.651,1.633,-5.521,-5.843,-6.166,-69.214,1.3877787807814457e-17,0.0,3.99
Ta4Te10Ni6,,,0.078,0.51,0.0,-0.416,0.0,0.07699999999999996,0.51,0.07799999999999985,0.5099999999999998,-4.168,-4.207,-4.245,-123.109,1.3877787807814457e-17,0.0,2.418
NbInBr6,,,0.792,1.474,0.005999999999999998,-0.911,0.0,0.792,1.473,0.792,1.474,-5.064,-5.46,-5.856,-29.883,1.3877787807814457e-17,0.0,2.498
MnClF,,,2.415,4.68,0.088,-1.63,1.0000000000000002,2.261,4.68,2.415,4.68,-3.816,-4.946,-6.076,-17.978,0.015,-0.044,1.085
Au3InIBr3O4,,,0.748,1.645,0.077,-0.378,0.0,0.738,1.63,0.748,1.645,-5.565,-5.934,-6.303,-43.42,1.3877787807814457e-17,0.0,3.198
SiS2,,,2.195,3.297,0.086,-0.584,0.0,1.695,2.792,2.195,3.297,-3.921,-4.769,-5.616,-15.307000000000002,1.3877787807814457e-17,0.0,2.946
Y2CF2,,,1.289,2.162,0.0,-2.497,0.0,1.117,1.966,1.289,2.162,-3.131,-3.69,-4.248,-34.261,1.3877787807814457e-17,0.0,3.851
Rh2Te6As2,,,0.262,0.279,0.053,-0.264,0.0,0.262,0.20100000000000007,0.262,0.2789999999999999,-4.319,-4.45,-4.581,-45.493,1.3877787807814457e-17,0.0,3.886
In4Te4I4,,,0.875,1.67,0.036,-0.415,0.0,0.875,1.67,0.875,1.67,-4.614,-5.052,-5.489,-34.763,1.3877787807814457e-17,0.0,3.038
Zr2Sn2Se8,,,0.99,1.694,0.012,-0.851,0.0,0.887,1.636,0.99,1.694,-4.184,-4.628,-5.072,-60.991,1.3877787807814457e-17,0.0,2.123
InMnBr6,,,0.428,1.769,0.0,-0.77,1.0000000000000002,0.3939999999999999,1.721,0.4279999999999998,1.769,-5.91,-6.107,-6.304,-28.144,-0.5470000000000002,-0.324,2.707
Te2K2H2,,,2.637,3.4,0.087,-0.4769999999999999,0.0,2.637,3.4,2.637,3.4,-1.7149999999999999,-3.033,-4.352,-18.362,1.3877787807814457e-17,0.0,1.247
Ta2PtSe6,,,0.0,,0.0,-0.72,0.0,0.0,0.2243333333333335,0.0,0.24300000000000033,-4.823333333333333,-5.029,-5.052,-53.368,1.3877787807814457e-17,0.0,2.226
Ta2Br12Na2,,,1.929,3.277,0.0,-1.136,0.0,1.929,3.277,1.929,3.277,-4.922,-5.886,-6.851,-59.431,1.3877787807814457e-17,0.0,1.839
In4Te4Br4,,,2.024,2.764,0.0,-0.596,0.0,2.024,2.764,2.024,2.764,-4.297,-5.309,-6.321,-37.364,1.3877787807814457e-17,0.0,1.646
In2O2F2,,,2.311,3.807,0.057,-2.035,0.0,2.236,3.685,2.311,3.807,-5.695,-6.812,-7.93,-31.157000000000004,1.3877787807814457e-17,0.0,3.137
Zr4S6F2,,,0.0,,0.066,-1.9779999999999998,0.0,0.0,0.9679999999999997,0.0,0.9680000000000002,-4.588333333333334,-4.81,-5.053,-80.986,1.3877787807814457e-17,0.0,3.481
WMo3Te8,,,0.9,1.326,0.0049999999999999975,-0.254,0.0,0.9,1.326,0.9,1.326,-3.785,-4.235,-4.684,-73.783,1.3877787807814457e-17,0.0,4.769
HfS6Li2H6,,,3.054,4.379,0.059,-0.652,0.0,3.008,4.329,3.054,4.379,-2.982,-4.486,-5.99,-65.477,1.3877787807814457e-17,0.0,1.015
Au4Br4S4,,,1.161,2.007,0.005999999999999998,-0.09999999999999998,0.0,1.12,2.0,1.161,2.007,-5.586,-6.146,-6.706,-36.37,1.3877787807814457e-17,0.0,1.737
Zr2I2Br2,,,0.566,1.035,0.021,-1.104,0.0,0.4840000000000001,0.998,0.5660000000000001,1.035,-3.734,-3.976,-4.218,-27.558,1.3877787807814457e-17,0.0,3.811
Pt4Tl2Te6,,,0.745,1.032,0.032,-0.42299999999999993,0.0,0.663,1.011,0.745,1.032,-3.738,-4.069,-4.401,-54.715,1.3877787807814457e-17,0.0,1.957
Cu2Cl2,,,2.612,4.391,0.0,-0.45100000000000007,0.0,2.612,4.391,2.612,4.391,-3.197,-4.503,-5.809,-12.728000000000002,1.3877787807814457e-17,0.0,1.351
Tl2K2O2,,,1.756,2.713,0.052,-0.942,0.0,1.528,2.436,1.756,2.713,-2.029,-2.793,-3.557,-23.332,1.3877787807814457e-17,0.0,2.53
Hg2Ag2I2Se2,,,1.035,1.88,0.023,-0.23399999999999999,0.0,1.034,1.88,1.035,1.88,-4.498,-5.015,-5.532,-19.245,1.3877787807814457e-17,0.0,1.633
Ag2F4,,,0.086,1.028,0.024,-1.222,1.0000000000000002,0.0040000000000000036,1.028,0.08600000000000008,1.028,-7.195,-7.197,-7.199,-19.359,2.483,3.21,1.109
HgPb2Cl2O2,,,2.878,4.014,0.0,-1.02,0.0,2.623,3.761,2.878,4.014,-3.559,-4.87,-6.182,-29.363,1.3877787807814457e-17,0.0,1.888
Ta2S2N,,,0.0,,0.067,-1.08,0.0,0.0,0.9549999999999998,0.0,1.143,-5.226666666666667,-5.117,-5.506333333333333,-41.541,1.3877787807814457e-17,0.0,6.359
Te2Fe3Ga,,,0.0,,0.034,-0.15000000000000002,1.0000000000000002,0.0,1.788,0.0,1.8980000000000001,-4.659666666666666,-4.342,-4.800666666666666,-37.337,-1.293,-1.276,4.686
Zr3TiS8,,,1.05,2.277,0.184,-1.332,0.0,0.997,2.157,1.05,2.277,-5.803,-6.301,-6.8,-77.509,1.3877787807814457e-17,0.0,3.893
Zr2Cl2N2,,,1.849,3.148,0.025,-1.86,0.0,1.849,3.148,1.849,3.148,-4.712,-5.636,-6.561,-46.244,1.3877787807814457e-17,0.0,4.149
Ba4P4S8F4,,,2.11,2.987,0.087,-1.746,0.0,2.056,2.96,2.11,2.987,-3.996,-5.024,-6.052,-102.667,1.3877787807814457e-17,0.0,3.293
Ru2Cl8,,,0.213,1.068,0.0,-0.462,1.0000000000000002,0.1160000000000001,0.9830000000000003,0.21300000000000008,1.0680000000000003,-6.551,-6.609,-6.667,-37.828,12.513,13.889,1.733
Pb2As2O6F2,,,3.342,4.677,0.059,-1.526,0.0,3.334,4.677,3.342,4.677,-3.951,-5.618,-7.285,-69.075,1.3877787807814457e-17,0.0,1.891
Tl2S,,,1.527,1.986,0.016,-0.336,0.0,1.443,1.965,1.527,1.986,-3.22,-3.941,-4.663,-10.082,1.3877787807814457e-17,0.0,3.044
Bi4,,,0.186,0.522,0.096,0.09599999999999986,0.0,0.15100000000000002,0.3460000000000001,0.18599999999999994,0.5220000000000002,-3.664,-3.739,-3.815,-18.315,1.3877787807814457e-17,0.0,3.658
Ir2Ni2S8,,,0.644,1.4,0.065,-0.314,0.0,0.594,1.363,0.644,1.4,-5.119,-5.416,-5.713,-69.436,1.3877787807814457e-17,0.0,3.682
SbCuSe6P2,,,1.288,2.424,0.0,-0.14400000000000002,0.0,1.049,1.912,1.288,2.424,-4.381,-4.906,-5.431,-41.148,1.3877787807814457e-17,0.0,1.995
Bi8Se8O4,,,1.149,1.943,0.067,-0.624,0.0,1.034,1.736,1.149,1.943,-4.142,-4.658,-5.175,-98.239,1.3877787807814457e-17,0.0,1.613
Pd3Se8P2,,,1.508,2.43,0.012,-0.243,0.0,1.463,2.386,1.508,2.43,-4.52,-5.251,-5.982,-53.21,1.3877787807814457e-17,0.0,1.759
Ta4Pd6Se10,,,0.108,0.014,0.044,-0.608,0.0,0.10400000000000009,0.008999999999999897,0.1080000000000001,0.01399999999999979,-4.789,-4.842,-4.894,-109.166,1.3877787807814457e-17,0.0,2.335
Zr2Br2N2,,,2.009,3.199,0.0,-1.714,0.0,1.618,2.759,2.009,3.199,-4.677,-5.486,-6.295,-44.967,1.3877787807814457e-17,0.0,3.169
CoS4C4N2H8,,,0.0,,0.091,-0.15700000000000003,0.0,0.0,0.7686666666666666,0.0,0.7686666666666666,-4.855333333333333,-4.591,-5.201333333333333,-107.694,1.3877787807814457e-17,0.0,1.262
Nb2Te6Ni2,,,0.0,,0.043,-0.375,0.0,0.0,0.22766666666666646,0.0,0.2276666666666669,-4.693666666666667,-4.704,-4.8020000000000005,-58.129,1.3877787807814457e-17,0.0,2.352
Sn2P2Cl2O6,,,4.11,5.224,0.0,-1.694,0.0,4.082,5.166,4.11,5.224,-2.712,-4.753,-6.794,-73.488,1.3877787807814457e-17,0.0,1.813
Ba2CuBr2S2,,,0.0,,0.051,-1.5909999999999997,0.0,0.0,1.1686666666666667,0.0,1.251,-4.54,-4.714,-4.923333333333334,-29.795,1.3877787807814457e-17,0.0,4.45
AgCuBr2,,,2.321,3.799,0.0049999999999999975,-0.31999999999999995,0.0,2.314,3.799,2.321,3.799,-3.439,-4.596,-5.753,-10.966999999999999,1.3877787807814457e-17,0.0,2.489
Nb2Cl12Li2,,,2.359,4.007,0.0,-1.444,0.0,2.359,4.007,2.359,4.007,-5.267,-6.446,-7.625,-68.954,1.3877787807814457e-17,0.0,1.936
Ta2I4S4,,,1.475,2.302,0.02,-0.633,0.0,1.429,2.257,1.475,2.302,-3.812,-4.526,-5.241,-48.185,1.3877787807814457e-17,0.0,1.978
In4S6,,,1.659,2.686,0.053,-0.526,0.0,1.659,2.686,1.659,2.686,-4.207,-5.036,-5.865,-40.784,1.3877787807814457e-17,0.0,2.867
Na2S2H2,,,3.56,4.588,0.003999999999999997,-0.709,0.0,3.56,4.588,3.56,4.588,-1.654,-3.434,-5.214,-21.675,1.3877787807814457e-17,0.0,1.096
ZrI2,1.428,2.02,1.269,1.679,0.028999999999999998,-0.881,0.0,0.687,1.038,1.269,1.6790000000000003,-2.708,-3.051,-3.395,-13.003999999999998,1.3877787807814457e-17,0.0,4.204
Cu2Se4Cl2,,,0.948,2.433,0.0010000000000000009,-0.304,0.0,0.829,2.424,0.948,2.433,-4.745,-5.159,-5.574,-27.284,1.3877787807814457e-17,0.0,2.549
Te2I2Al2,,,0.69,1.162,0.101,-0.468,0.0,0.3889999999999999,0.8700000000000001,0.69,1.162,-4.43,-4.624,-4.819,-19.651,1.3877787807814457e-17,0.0,3.731
Te2Ni3Si,,,0.0,,0.051,-0.345,0.0,0.0,0.7496666666666667,0.0,0.8206666666666667,-4.2763333333333335,-4.297,-4.488333333333333,-35.62,1.3877787807814457e-17,0.0,4.967
Zr2Te4Cl4,,,1.049,1.701,0.061,-1.154,0.0,1.028,1.701,1.049,1.701,-4.266,-4.78,-5.294,-46.307,1.3877787807814457e-17,0.0,3.329
Rh2F6,,,1.171,3.234,0.0,-1.65,0.0,1.13,3.167,1.171,3.234,-6.075,-6.64,-7.205,-37.012,1.3877787807814457e-17,0.0,2.514
Pt4Hg2Se6,,,0.177,0.195,0.063,-0.286,0.0,0.15300000000000002,0.19499999999999984,0.17700000000000005,0.19499999999999984,-4.753,-4.829,-4.905,-51.521,1.3877787807814457e-17,0.0,2.641
MgS2H2,,,3.508,4.552,0.033,-0.656,0.0,3.5080000000000005,4.552,3.508,4.552,-1.448,-3.202,-4.956,-19.701,1.3877787807814457e-17,0.0,1.994
Pb2O2,,,2.406,3.463,0.0,-1.163,0.0,2.4059999999999997,3.463,2.406,3.463,-2.199,-3.402,-4.605,-22.418,1.3877787807814457e-17,0.0,1.483
Sc2P2S6,,,1.235,2.267,0.096,-0.979,0.0,0.827,1.762,1.235,2.267,-4.42,-4.834,-5.247,-54.311,1.3877787807814457e-17,0.0,3.444
Rb2C2O6H2,,,4.386,6.137,0.0,-1.533,0.0,4.385,6.136,4.386,6.1370000000000005,-1.1719999999999997,-3.365,-5.558,-76.046,1.3877787807814457e-17,0.0,1.243
As4Se6,,,1.892,2.717,0.003999999999999997,-0.11299999999999999,0.0,1.735,2.535,1.892,2.717,-3.746,-4.614,-5.481,-40.68,1.3877787807814457e-17,0.0,1.369
Re6Te8Br2,,,0.654,1.252,0.0,-0.20999999999999996,0.0,0.43500000000000005,0.944,0.654,1.252,-4.905,-5.123,-5.34,-102.114,1.3877787807814457e-17,0.0,2.75
I2Mg2Cl2,,,3.073,4.018,0.08,-1.404,0.0,3.073,4.018,3.073,4.018,-2.787,-4.323,-5.859,-18.186,1.3877787807814457e-17,0.0,2.369
Ba4Te8As4F4,,,1.067,1.677,0.052,-1.525,0.0,0.76,1.409,1.067,1.677,-4.325,-4.705,-5.086,-88.457,1.3877787807814457e-17,0.0,3.63
PbK2O6H6,,,3.087,4.535,0.0049999999999999975,-1.201,0.0,3.076,4.535,3.087,4.535,-2.801,-4.339,-5.877,-74.903,1.3877787807814457e-17,0.0,0.8780000000000001
BiAgSe6P2,,,1.146,2.047,0.0,-0.19100000000000006,0.0,1.101,1.979,1.146,2.047,-4.507,-5.057,-5.607,-41.048,1.3877787807814457e-17,0.0,1.996
PbI2,3.224,3.481,1.735,2.552,0.0,-0.692,0.0,1.499,2.3,1.735,2.552,-4.799,-5.549,-6.298,-8.793,1.3877787807814457e-17,0.0,3.145
Hf3ZrTe8,,,0.188,0.728,0.127,-0.72,0.0,0.1419999999999999,0.69,0.18799999999999994,0.7279999999999998,-5.125,-5.196,-5.268,-64.203,1.3877787807814457e-17,0.0,4.183
Ta4Te12Cl2,,,0.711,1.136,0.017,-0.418,0.0,0.706,1.136,0.7109999999999999,1.136,-3.893,-4.246,-4.599,-88.818,1.3877787807814457e-17,0.0,1.969
Se2MgH2,,,2.75,3.727,0.03,-0.475,0.0,2.75,3.727,2.75,3.727,-2.09,-3.465,-4.84,-17.609,1.3877787807814457e-17,0.0,2.175
As8Se8S4,,,1.412,2.179,0.035,-0.08899999999999997,0.0,1.395,2.167,1.412,2.179,-4.051,-4.749,-5.446,-83.266,1.3877787807814457e-17,0.0,1.27
Mo2SeBr5,,,0.54,1.373,0.075,-0.523,1.0000000000000002,0.482,1.338,0.54,1.373,-4.856,-5.097,-5.338,-37.993,0.399,0.113,3.207
TlI4LiO12,,,2.198,3.459,0.0,-0.395,0.0,2.17,3.421,2.198,3.459,-5.239,-6.324,-7.409,-78.906,1.3877787807814457e-17,0.0,2.258
Au4Se4Na4,,,1.392,1.984,0.011,-0.582,0.0,1.392,1.984,1.392,1.984,-2.457,-3.152,-3.848,-38.662,1.3877787807814457e-17,0.0,2.249
